Date,Rainfall_mm,Temperature_C,Humidity_pct,pH_Level,Turbidity_NTU,Flow_Rate_m3h,Daily_Usage_m3,Water_Availability_Level
2021-03-11,0.44,23.21,51.38,7.36,4.83,590.18,4569.42,5010.37
2021-03-12,1.28,33.85,53.93,6.68,9.15,449.74,4737.33,4713.53
2021-03-13,1.37,29.52,57.62,7.43,6.19,452.61,5143.39,4403.2
2021-03-14,3.14,31.49,44.63,7.48,7.7,400.46,4527.89,5156.54
2021-03-15,0.78,28.82,36.54,7.1,2.79,539.15,5079.67,4422.17
2021-03-16,0.74,40.29,58.42,7.45,1.82,573.52,4920.18,4348.38
2021-03-17,0.25,25.83,62.21,7.34,1.97,471.73,4842.4,4666.46
2021-03-18,0.16,30.49,44.03,6.82,1.26,498.66,4793.02,4613.17
2021-03-19,1.85,30.73,52.89,7.31,2.13,460.43,4738.99,4831.18
2021-03-20,0.73,28.45,49.22,7.15,3.06,571.16,4558.67,4945.34
2021-03-21,1.13,30.8,51.81,7.18,1.02,548.63,4918.66,4578.39
2021-03-22,0.66,35.04,32.52,7.4,0.86,490.61,4727.39,4637.89
2021-03-23,0.84,26.71,48.08,7.39,1.32,517.49,4093.84,5455.67
2021-03-24,0.43,32.6,37.93,7.28,0.91,470.93,4522.32,4868.48
2021-03-25,0.26,25.96,36.13,6.92,2.37,522.66,4656.26,2850.04
2021-03-26,0.2,30.52,45.35,7.74,6.43,454.85,4601.89,4807.48
2021-03-27,0.08,28.4,78.83,7.51,2.5,493.02,5123.81,4315.86
2021-03-28,1.8,31.71,11.25,7.16,2.98,606.84,5185.87,4359.67
2021-03-29,6.1,25.2,30.7,7.72,4.22,531.16,4806.5,5299.76
2021-03-30,1.26,29.1,30.31,6.87,4.91,535.7,4606.18,4938.15
2021-03-31,2.0,31.24,44.36,7.48,6.27,484.64,5087.38,4487.57
2021-04-01,0.04,34.98,65.72,7.5,3.85,553.34,5188.86,4115.26
2021-04-02,1.62,25.69,41.34,7.41,2.33,429.86,4677.05,4971.32
2021-04-03,0.67,32.97,65.09,7.3,3.03,531.24,4572.64,4835.29
2021-04-04,4.18,24.07,68.72,7.73,3.0,550.08,4651.92,5285.17
2021-04-05,3.4,31.35,51.8,7.45,2.43,475.34,5197.16,4515.5
2021-04-06,5.03,29.6,23.41,7.08,5.17,541.38,5020.37,4890.31
2021-04-07,1.1,27.27,48.88,7.24,1.93,468.63,5091.33,4473.21
2021-04-08,0.46,24.24,55.59,7.04,2.7,408.15,4971.95,4589.43
2021-04-09,3.13,27.22,58.08,7.31,5.92,422.52,4422.75,5345.96
2021-04-10,5.35,30.16,59.32,7.23,2.82,522.71,5175.38,4756.72
2021-04-11,2.73,29.15,62.27,8.03,1.96,526.45,4687.8,5002.13
2021-04-12,1.29,29.89,29.85,6.5,7.49,549.02,4723.14,4808.01
2021-04-13,10.75,29.0,52.57,7.15,7.81,413.53,4883.78,5610.94
2021-04-14,2.42,37.0,74.08,7.39,5.45,446.14,4529.75,4971.8
2021-04-15,0.39,26.55,38.89,7.24,1.96,457.57,4661.86,4846.34
2021-04-16,1.24,27.92,61.76,7.3,7.71,476.77,4882.02,4683.54
2021-04-17,1.45,33.45,48.21,7.3,2.04,471.88,5103.86,4372.31
2021-04-18,3.11,26.07,46.46,6.54,2.04,461.31,5157.97,4631.22
2021-04-19,1.61,30.88,34.85,6.62,1.22,550.87,4224.74,5318.31
2021-04-20,0.41,25.76,29.21,7.04,0.94,445.96,4730.25,4795.52
2021-04-21,0.68,31.91,44.07,7.52,1.82,479.37,4655.56,4774.29
2021-04-22,1.93,30.69,68.48,7.42,3.46,456.36,4720.57,4858.35
2021-04-23,0.66,30.45,73.85,7.41,1.86,396.26,4546.34,4910.95
2021-04-24,2.22,26.19,55.79,6.95,6.08,473.41,4731.78,4966.4
2021-04-25,2.84,29.35,53.76,7.08,2.17,562.02,5060.07,4637.38
2021-04-26,3.58,40.46,46.99,7.91,3.31,525.07,4565.92,4983.06
2021-04-27,3.18,24.81,40.19,7.18,3.14,452.17,4956.04,4865.56
2021-04-28,0.58,31.87,33.66,7.67,0.38,528.55,4760.23,4660.27
2021-04-29,2.51,29.26,87.02,7.07,2.62,485.77,5178.42,4487.91
2021-04-30,1.63,29.1,49.09,7.45,2.01,537.11,4962.46,4618.81
2021-05-01,0.37,25.3,37.21,6.98,0.48,425.45,4828.09,4703.23
2021-05-02,3.25,26.26,64.97,6.95,4.43,548.04,5093.76,4705.66
2021-05-03,3.38,24.55,48.82,7.38,4.63,479.44,4901.74,4945.28
2021-05-04,4.73,31.51,56.5,7.36,2.78,481.29,4997.23,4846.02
2021-05-05,0.57,32.05,47.8,7.27,2.09,507.53,4598.31,4817.63
2021-05-06,1.22,27.92,67.06,7.91,5.33,487.96,4531.46,5032.5
2021-05-07,8.76,30.14,46.37,6.76,8.71,571.63,4646.13,5627.03
2021-05-08,2.56,30.13,64.08,7.73,8.01,443.84,5145.38,4508.49
2021-05-09,0.38,30.36,46.14,6.72,0.94,516.46,4978.1,4452.77
2021-05-10,3.11,31.28,42.17,7.32,3.25,550.9,5170.59,4514.77
2021-05-11,1.96,30.38,49.25,7.49,2.24,497.77,4886.81,4701.56
2021-05-12,2.16,27.28,69.58,7.32,1.58,484.32,4640.7,5029.5
2021-05-13,0.11,37.84,40.97,6.93,3.05,481.42,5186.68,4067.63
2021-05-14,0.5,29.94,17.75,7.39,0.73,633.74,5066.6,4384.1
2021-05-15,2.41,28.86,28.11,7.12,6.59,461.57,4937.49,4725.91
2021-05-16,1.57,24.4,69.38,7.1,3.54,578.61,4751.38,4917.52
2021-05-17,2.7,23.59,51.42,7.62,3.57,437.78,5355.92,4441.95
2021-05-18,0.32,30.38,65.17,7.14,1.98,565.25,4226.33,5198.23
2021-05-19,2.72,32.21,88.43,7.47,1.91,431.36,4594.09,5034.11
2021-05-20,1.23,35.35,41.66,7.09,1.67,545.1,4486.13,4929.72
2021-05-21,1.52,30.8,34.91,6.75,5.84,484.57,4155.98,5379.69
2021-05-22,0.6,30.47,45.15,7.13,2.9,493.81,4814.52,4636.41
2021-05-23,8.39,36.44,35.24,7.38,9.0,521.81,4737.67,5372.78
2021-05-24,1.82,27.31,37.11,6.71,9.39,480.27,5267.63,4368.37
2021-05-25,4.03,27.6,54.13,7.82,5.33,412.93,4751.64,5098.84
2021-05-26,1.42,22.98,49.97,7.48,2.31,661.04,4039.75,5642.16
2021-05-27,0.18,34.99,43.61,6.91,0.25,448.11,5208.49,4110.09
2021-05-28,0.09,35.02,60.34,7.07,6.19,509.56,5440.69,3868.22
2021-05-29,3.43,28.43,47.21,7.4,5.75,501.08,4703.3,5071.1
2021-05-30,5.13,35.87,76.89,7.27,5.23,451.19,4948.05,4847.4
2021-05-31,3.58,30.74,52.86,7.24,2.25,545.98,4862.37,4881.38
2021-06-01,9.86,29.7,98.99,7.03,8.96,580.12,4850.76,5541.26
2021-06-02,3.68,37.47,80.92,6.76,11.91,511.34,5232.6,4386.36
2021-06-03,27.16,18.38,63.28,6.75,14.34,489.36,4230.44,8117.61
2021-06-04,23.68,23.86,78.47,7.14,13.29,510.29,4631.42,7258.81
2021-06-05,6.59,34.71,83.59,7.74,3.95,560.39,4883.12,5081.93
2021-06-06,59.37,25.92,59.31,7.09,33.75,463.6,4518.76,10899.67
2021-06-07,28.12,29.15,83.36,7.3,17.16,544.54,4825.23,7403.44
2021-06-08,10.62,35.83,88.73,6.98,10.32,517.65,4816.56,5529.03
2021-06-09,7.12,37.82,97.71,7.09,6.69,483.07,5349.35,4606.64
2021-06-10,7.86,26.29,68.32,7.04,6.42,593.24,4784.21,5476.29
2021-06-11,13.01,30.69,76.95,7.0,7.92,498.14,5122.92,5564.75
2021-06-12,19.57,38.11,81.44,7.43,10.12,520.9,5073.47,6121.04
2021-06-13,8.84,19.02,57.49,7.2,5.96,540.09,4237.23,6266.39
2021-06-14,27.84,32.64,69.75,6.49,15.68,474.45,5009.66,7121.01
2021-06-15,1.74,29.09,100.0,6.84,8.82,460.47,4758.99,4833.37
2021-06-16,10.86,33.46,57.14,7.22,8.69,467.35,4800.34,5616.72
2021-06-17,24.84,32.77,70.14,7.38,15.78,337.66,5488.24,6340.11
2021-06-18,35.09,28.69,88.44,7.03,17.73,495.18,4841.24,8094.35
2021-06-19,9.79,30.35,90.68,7.22,10.56,465.38,4726.84,5645.33
2021-06-20,8.24,29.79,89.91,7.45,5.8,518.03,5093.71,5134.51
2021-06-21,1.3,25.53,82.5,7.24,4.34,437.24,4570.81,5048.7
2021-06-22,15.59,36.95,77.13,7.25,10.11,439.87,4866.29,5953.91
2021-06-23,13.06,24.75,60.13,7.07,8.27,517.19,4621.05,6190.35
2021-06-24,33.18,41.13,44.91,6.84,22.93,449.05,5017.76,7477.84
2021-06-25,21.32,38.06,71.29,7.46,18.89,439.34,4766.5,6603.98
2021-06-26,24.56,22.14,80.29,7.31,14.04,492.25,4932.4,7080.64
2021-06-27,21.89,30.61,83.56,6.89,14.83,513.83,5624.66,5952.44
2021-06-28,17.21,35.01,63.85,7.02,10.26,492.59,5017.75,6003.39
2021-06-29,13.56,36.04,100.0,6.49,9.25,376.74,4716.13,5919.44
2021-06-30,40.14,33.33,72.78,7.23,21.52,479.35,4654.28,8692.66
2021-07-01,3.31,20.61,66.22,7.09,1.98,496.87,4982.78,4935.69
2021-07-02,66.94,15.24,70.65,6.88,37.92,522.19,4822.5,11566.88
2021-07-03,11.54,35.76,77.14,7.07,6.57,412.24,4325.46,6113.06
2021-07-04,27.6,21.78,91.22,7.78,15.91,493.85,4883.04,7441.66
2021-07-05,11.87,22.08,84.75,7.52,7.21,587.47,4499.83,6245.18
2021-07-06,4.87,21.1,81.68,7.65,3.07,373.69,4453.3,5611.32
2021-07-07,12.07,28.63,83.66,7.47,9.01,545.36,4761.43,5872.73
2021-07-08,39.17,26.57,63.06,7.18,26.03,541.34,5480.8,7905.29
2021-07-09,31.82,22.08,84.39,6.95,18.56,536.44,4698.18,8041.95
2021-07-10,21.78,14.45,70.36,7.25,11.7,539.24,4700.51,7188.61
2021-07-11,8.4,30.53,63.59,7.76,4.71,488.72,5072.53,5157.21
2021-07-12,4.4,30.17,98.51,7.43,5.19,422.24,5013.69,4823.33
2021-07-13,21.22,24.08,100.0,7.19,11.21,497.36,4644.85,6995.95
2021-07-14,15.44,33.08,98.87,7.89,11.57,478.22,4593.68,6289.15
2021-07-15,8.78,25.09,77.91,7.19,5.49,442.7,4908.46,5468.22
2021-07-16,23.04,28.77,65.57,7.1,14.8,513.91,4989.3,6739.29
2021-07-17,13.89,26.24,77.0,7.57,8.55,423.27,5305.99,5558.43
2021-07-18,5.95,29.24,68.47,7.71,4.32,527.74,5192.48,4818.22
2021-07-19,22.53,21.97,68.27,6.91,15.89,485.62,4958.07,6855.72
2021-07-20,20.34,24.98,100.0,7.32,14.28,476.7,4644.3,6890.11
2021-07-21,27.74,28.06,84.87,7.35,19.01,504.48,4931.39,7281.15
2021-07-22,34.99,27.45,85.62,7.02,25.17,586.34,4854.73,8095.22
2021-07-23,52.08,21.02,95.18,7.09,27.73,465.55,4776.25,10011.48
2021-07-24,26.31,16.43,89.0,6.59,14.9,520.74,4821.03,7481.23
2021-07-25,45.99,25.84,72.91,7.01,27.78,568.06,4401.6,9680.7
2021-07-26,16.77,30.97,85.6,7.45,10.22,439.73,4726.87,6331.06
2021-07-27,20.21,24.5,55.76,7.09,15.05,488.41,4884.51,6646.66
2021-07-28,19.13,28.82,93.67,7.43,9.85,577.36,5136.14,6200.36
2021-07-29,12.76,25.02,48.84,6.67,6.65,370.02,4550.93,6224.66
2021-07-30,4.22,25.66,94.71,7.06,8.0,462.98,4705.41,5203.4
2021-07-31,16.43,22.5,83.06,7.45,13.1,542.28,4531.72,6661.81
2021-08-01,18.02,31.2,97.01,7.53,14.85,562.03,4613.61,6564.62
2021-08-02,16.81,28.01,79.23,7.39,12.72,539.12,4855.16,6266.03
2021-08-03,24.4,27.48,78.76,7.06,13.13,433.61,5027.63,6863.3
2021-08-04,8.31,26.83,57.72,7.44,7.85,479.45,4593.1,5700.88
2021-08-05,19.65,27.92,50.26,6.82,13.27,539.62,4904.39,6501.77
2021-08-06,16.18,27.06,69.64,7.04,8.6,515.9,4951.24,6125.35
2021-08-07,13.32,28.08,99.89,7.1,8.67,381.89,4594.14,6175.89
2021-08-08,39.14,24.98,77.15,7.49,24.68,550.28,4497.79,8916.49
2021-08-09,18.99,28.02,82.37,6.9,27.52,565.73,4915.15,6423.98
2021-08-10,7.41,20.69,46.06,7.61,8.65,563.04,5045.25,5281.55
2021-08-11,12.34,23.62,100.0,6.67,6.4,442.95,4307.57,6453.59
2021-08-12,51.73,25.48,100.0,7.41,31.22,514.2,4220.46,10443.0
2021-08-13,9.47,24.31,51.8,7.12,7.47,435.68,4599.62,5861.12
2021-08-14,7.01,20.55,71.99,7.1,7.68,568.81,4858.57,5431.83
2021-08-15,13.53,21.54,77.23,8.15,10.7,553.06,4391.22,6531.06
2021-08-16,24.16,27.04,100.0,6.98,15.21,469.71,5294.06,6580.73
2021-08-17,14.16,18.56,70.5,7.46,7.21,494.25,4845.56,6199.24
2021-08-18,11.02,22.86,74.4,6.84,10.76,447.57,4529.6,6114.7
2021-08-19,25.62,30.21,100.0,7.3,19.63,463.81,4843.7,7113.76
2021-08-20,22.14,21.14,83.12,6.68,12.79,412.29,4829.85,6961.6
2021-08-21,12.49,31.3,81.63,7.33,6.58,432.41,4748.89,5874.49
2021-08-22,6.57,29.2,69.67,7.24,4.75,474.42,4422.98,5649.97
2021-08-23,3.99,26.82,79.14,7.17,2.77,598.56,4913.82,4949.08
2021-08-24,21.02,11.97,77.81,7.31,15.61,477.06,4161.17,7701.34
2021-08-25,27.04,32.06,100.0,7.84,15.29,501.44,5474.19,6588.41
2021-08-26,17.52,16.42,94.26,7.61,9.39,436.92,4621.9,6801.79
2021-08-27,29.46,30.71,94.59,7.25,21.55,466.15,4771.48,7560.36
2021-08-28,0.52,20.27,65.0,7.52,2.42,551.56,4752.66,4893.57
2021-08-29,22.25,30.0,94.03,6.77,17.08,513.75,4779.0,6846.36
2021-08-30,8.19,24.1,85.23,7.42,5.48,607.35,5389.26,4947.78
2021-08-31,9.53,28.05,71.07,6.87,7.85,531.31,4080.27,6311.3
2021-09-01,17.86,15.65,75.31,6.85,22.38,499.07,5111.14,6362.07
2021-09-02,13.74,32.04,99.03,6.96,9.3,474.55,4583.01,6149.83
2021-09-03,26.51,28.19,88.23,7.34,17.01,482.27,4855.77,7231.2
2021-09-04,32.34,22.56,100.0,6.51,18.09,615.28,4838.74,7944.01
2021-09-05,22.75,36.48,71.46,7.17,21.29,539.33,5239.5,6306.06
2021-09-06,8.04,26.58,92.9,6.87,6.51,543.38,4533.82,5738.55
2021-09-07,18.12,18.54,59.06,7.61,11.77,446.17,4811.48,6629.49
2021-09-08,8.93,23.03,77.46,6.95,6.13,505.45,4849.28,5582.81
2021-09-09,12.24,17.06,74.37,7.52,8.99,478.7,4250.64,6631.8
2021-09-10,2.64,29.85,79.06,7.92,4.6,437.73,5311.99,4355.02
2021-09-11,20.34,28.25,88.54,7.44,10.32,499.51,5264.55,6204.16
2021-09-12,24.13,29.45,84.63,7.57,13.03,521.83,5538.16,6285.77
2021-09-13,33.68,23.8,61.77,7.38,18.26,467.11,5240.94,7651.06
2021-09-14,56.85,23.94,81.98,7.37,30.45,505.02,4686.09,10519.69
2021-09-15,25.0,28.32,61.6,7.35,15.95,531.75,4607.17,7326.79
2021-09-16,2.09,19.87,100.0,6.74,6.06,433.03,4478.36,5332.81
2021-09-17,7.92,25.5,79.96,7.27,7.38,557.75,4633.32,5649.07
2021-09-18,12.19,27.42,79.22,7.51,8.77,499.65,4943.44,5726.63
2021-09-19,33.51,32.08,88.03,7.66,18.63,557.53,5060.38,7648.83
2021-09-20,28.56,33.07,100.0,7.38,14.46,479.43,4785.03,7409.16
2021-09-21,16.26,18.07,89.3,7.21,8.83,543.45,4958.62,6305.76
2021-09-22,24.23,21.55,72.82,7.08,13.19,533.64,4793.58,7198.83
2021-09-23,19.11,27.29,90.69,8.23,10.65,507.66,4620.74,6744.48
2021-09-24,6.3,33.98,76.34,7.23,3.82,528.08,4108.78,5841.78
2021-09-25,19.78,27.4,83.98,7.06,11.36,525.8,4723.99,6705.95
2021-09-26,12.04,20.73,80.68,7.35,7.62,508.34,4659.95,6129.23
2021-09-27,19.0,20.17,73.35,7.3,11.43,598.87,4470.72,7026.22
2021-09-28,14.33,19.08,83.73,7.47,12.89,496.86,4532.2,6519.07
2021-09-29,34.24,27.0,70.05,6.94,19.79,421.51,4115.86,8768.52
2021-09-30,23.09,30.33,96.17,6.93,13.78,516.26,4455.36,7246.88
2021-10-01,1.89,38.26,48.21,7.51,5.75,448.08,4999.37,4424.34
2021-10-02,4.56,24.62,53.37,7.47,4.06,535.23,4279.72,5683.56
2021-10-03,1.15,22.16,37.55,7.0,4.66,458.28,4663.58,5008.38
2021-10-04,3.14,29.63,73.34,6.45,5.83,548.38,4929.28,4792.29
2021-10-05,1.32,21.46,52.14,7.08,1.05,510.22,4733.63,2969.53
2021-10-06,2.63,25.6,34.59,7.08,5.94,577.38,4331.53,5418.94
2021-10-07,3.27,29.03,72.51,7.56,5.89,448.79,4770.59,4975.47
2021-10-08,2.52,17.7,18.06,7.16,2.86,460.91,4500.3,5397.73
2021-10-09,0.53,28.68,34.67,7.36,3.73,445.4,5219.84,4259.23
2021-10-10,0.3,28.04,80.51,7.4,2.77,501.63,4966.73,4502.66
2021-10-11,0.94,31.7,29.07,7.55,2.5,484.5,4665.61,4794.56
2021-10-12,7.59,23.11,50.0,7.44,4.5,412.81,4539.31,5757.59
2021-10-13,3.16,15.44,40.04,7.01,3.46,461.85,5011.98,4995.05
2021-10-14,1.71,21.51,53.21,7.2,3.47,515.08,4189.63,5551.02
2021-10-15,6.77,28.81,39.63,7.6,13.46,525.82,4797.05,5303.82
2021-10-16,0.01,23.48,38.25,7.34,2.77,496.13,4650.28,4881.07
2021-10-17,2.13,20.18,46.95,6.96,2.91,461.99,4614.63,5194.46
2021-10-18,2.32,24.25,69.98,7.53,2.48,577.41,4614.37,5132.7
2021-10-19,1.7,30.49,46.78,7.26,5.49,524.15,4860.63,4699.18
2021-10-20,10.56,20.81,26.57,6.58,6.51,642.68,4467.32,6172.07
2021-10-21,2.76,22.77,50.84,7.13,8.05,552.41,5070.06,4750.85
2021-10-22,1.84,27.74,39.0,6.78,10.06,500.6,5185.68,4443.58
2021-10-23,0.72,20.52,40.69,7.25,0.72,615.96,5017.23,4644.65
2021-10-24,0.01,27.61,65.86,6.77,2.33,495.67,4909.1,4539.48
2021-10-25,1.59,30.03,58.69,7.28,6.3,460.41,4687.4,4871.06
2021-10-26,0.32,30.22,53.08,7.21,0.28,441.21,4511.41,4916.34
2021-10-27,3.34,24.05,61.35,7.47,2.57,476.47,4782.46,5070.55
2021-10-28,6.9,34.65,40.91,6.9,5.3,446.12,4976.01,5021.12
2021-10-29,0.54,22.8,42.48,7.61,1.53,530.88,4708.04,4890.19
2021-10-30,0.83,23.25,66.03,7.73,3.78,494.24,4181.66,5435.98
2021-10-31,0.62,18.14,35.29,7.6,4.87,504.36,4856.91,4841.83
2021-11-01,5.39,36.53,57.67,6.47,4.69,495.82,4910.19,4898.53
2021-11-02,2.0,24.0,35.18,6.85,6.98,551.37,4142.92,5577.38
2021-11-03,2.33,25.45,46.01,6.91,2.91,518.57,4839.39,4885.01
2021-11-04,0.93,30.66,53.25,7.39,3.63,527.82,4712.29,4767.12
2021-11-05,0.37,26.06,33.3,6.79,2.75,515.41,4749.82,4766.14
2021-11-06,2.74,34.75,61.25,6.89,4.96,505.61,3946.09,5632.85
2021-11-07,0.53,36.12,37.8,7.07,3.98,360.16,4869.33,4461.24
2021-11-08,0.12,19.13,57.47,7.68,3.32,423.32,5035.31,4594.15
2021-11-09,1.59,32.44,54.34,7.2,2.41,544.85,4622.77,4887.48
2021-11-10,1.21,23.3,54.51,7.08,0.83,571.67,4932.48,4722.54
2021-11-11,2.3,19.9,53.16,7.36,5.23,525.25,4307.92,5524.0
2021-11-12,10.45,24.89,49.48,7.17,6.93,541.4,4971.26,5575.65
2021-11-13,0.32,29.13,35.97,7.06,2.39,534.0,4918.14,4531.05
2021-11-14,5.63,26.47,67.04,6.69,5.75,455.79,4172.58,5860.93
2021-11-15,9.98,21.95,64.13,7.08,6.22,488.66,4779.91,5778.86
2021-11-16,0.61,28.69,42.17,7.11,0.5,558.45,4789.5,4698.02
2021-11-17,2.52,23.66,33.46,7.34,5.19,459.77,4550.36,5228.43
2021-11-18,0.29,30.09,55.52,7.45,2.08,477.83,4727.14,4699.81
2021-11-19,0.55,20.53,45.22,6.84,1.59,561.65,4698.59,4946.33
2021-11-20,0.56,20.37,51.11,7.2,6.8,492.82,4829.89,4818.56
2021-11-21,0.12,19.46,74.72,6.91,3.06,623.93,5162.1,4460.94
2021-11-22,0.32,24.36,26.6,7.3,3.62,586.76,4172.5,5372.46
2021-11-23,0.94,24.05,58.28,7.38,1.96,486.98,4964.48,4648.16
2021-11-24,0.77,26.93,41.48,7.31,6.13,362.69,4381.27,5156.91
2021-11-25,0.97,18.54,47.71,6.96,5.5,509.34,4359.54,5366.25
2021-11-26,0.84,28.42,58.58,6.63,3.08,446.36,5204.91,4310.31
2021-11-27,3.02,31.76,33.58,7.18,3.34,430.03,4578.24,5088.68
2021-11-28,2.75,19.29,65.07,7.26,8.65,452.18,4880.02,5008.87
2021-11-29,0.3,25.79,58.11,7.17,1.75,458.41,4292.66,5221.0
2021-11-30,1.78,23.97,31.19,7.01,1.67,475.79,5295.38,4402.76
2021-12-01,2.49,15.21,45.59,6.95,2.13,431.62,5035.97,4909.0
2021-12-02,3.3,20.35,41.34,7.0,3.9,469.42,5110.52,4812.23
2021-12-03,4.01,26.74,62.8,7.09,2.24,477.29,4554.36,5311.9
2021-12-04,1.11,30.19,44.34,7.52,1.62,539.85,4822.27,4685.38
2021-12-05,2.21,35.4,74.1,7.3,1.56,543.64,5126.13,4387.29
2021-12-06,0.3,25.63,66.03,7.19,6.54,493.31,4929.12,4588.43
2021-12-07,3.43,16.18,10.0,6.48,3.15,533.04,4401.74,5617.3
2021-12-08,0.91,24.1,50.97,6.83,3.7,530.22,5033.04,4575.94
2021-12-09,0.61,20.92,32.7,7.53,1.81,512.68,4785.15,4856.99
2021-12-10,0.97,30.9,29.95,7.67,5.64,578.6,4990.6,4488.56
2021-12-11,0.48,19.6,30.67,7.61,0.95,435.75,4762.28,4893.54
2021-12-12,10.38,27.76,55.89,7.4,5.94,423.04,4988.38,5494.55
2021-12-13,1.46,28.15,41.96,6.86,1.33,574.04,4559.24,5023.61
2021-12-14,9.18,36.19,70.17,7.14,14.46,599.9,4294.85,5898.91
2021-12-15,2.25,18.28,50.16,7.91,2.22,515.63,3966.26,5893.39
2021-12-16,0.21,22.18,49.71,7.59,6.14,411.98,4344.13,5232.9
2021-12-17,2.09,28.2,56.25,7.19,1.34,431.67,4119.43,5525.87
2021-12-18,0.06,24.0,32.06,7.07,0.42,419.8,4901.07,4624.59
2021-12-19,2.67,37.33,71.58,7.54,1.94,565.03,5250.7,4269.71
2021-12-20,0.7,20.02,33.66,7.06,4.74,421.74,4805.16,4864.33
2021-12-21,1.25,16.42,58.03,7.18,1.03,574.85,4593.59,5202.83
2021-12-22,0.28,19.79,61.62,6.83,3.6,531.16,4504.05,5127.64
2021-12-23,2.1,23.0,49.26,7.44,2.27,460.32,5118.33,4631.34
2021-12-24,1.14,27.95,78.4,7.3,2.99,518.32,4864.32,4690.25
2021-12-25,1.54,19.27,51.4,6.91,4.27,541.01,4949.68,4818.56
2021-12-26,4.1,19.83,47.55,7.5,3.18,518.03,4922.89,5090.62
2021-12-27,8.63,28.05,57.06,7.35,7.89,558.28,4784.82,5517.28
2021-12-28,3.15,23.69,56.49,6.9,6.44,512.76,4858.35,4982.42
2021-12-29,0.4,23.83,62.11,7.01,2.86,597.93,4802.67,4760.85
2021-12-30,0.04,28.34,10.0,7.46,6.31,519.11,4269.5,5167.57
2021-12-31,1.55,26.55,47.45,7.55,6.41,563.66,4785.05,4838.92
2022-01-01,6.57,27.49,41.99,7.39,8.86,394.63,5073.93,5033.37
2022-01-02,0.55,32.52,50.77,7.34,0.46,494.96,4576.39,4827.78
2022-01-03,0.84,23.69,51.02,7.07,4.63,406.79,4552.09,5058.04
2022-01-04,0.17,31.98,63.4,7.23,0.49,460.27,5093.43,4283.9
2022-01-05,1.08,26.4,89.1,7.11,2.47,426.74,4744.73,4835.33
2022-01-06,1.41,22.57,42.13,6.96,2.63,557.39,4591.9,5098.07
2022-01-07,3.17,35.25,17.67,7.51,4.86,483.42,4827.53,4784.77
2022-01-08,5.08,28.8,62.24,6.82,4.34,490.55,4778.66,5152.86
2022-01-09,0.51,29.45,51.46,7.51,1.82,504.62,3993.42,5468.21
2022-01-10,1.67,20.42,68.29,6.96,4.1,508.55,4757.97,5000.35
2022-01-11,0.63,30.43,51.47,7.13,3.47,428.05,4482.07,4971.89
2022-01-12,0.0,23.35,53.08,6.65,1.62,452.53,4242.27,5291.13
2022-01-13,0.88,24.08,68.72,7.13,5.09,436.85,4929.65,4676.69
2022-01-14,2.05,21.58,63.89,7.13,7.84,535.8,4987.81,4785.01
2022-01-15,0.79,26.8,29.83,6.7,3.04,493.24,4565.81,4977.1
2022-01-16,2.28,18.09,55.94,6.96,4.88,578.92,4697.65,5168.13
2022-01-17,0.7,22.0,67.07,7.35,2.05,558.38,4536.53,5093.87
2022-01-18,1.32,25.02,43.72,8.08,5.77,538.46,4745.7,4885.67
2022-01-19,2.84,18.09,52.75,7.82,2.52,544.04,4766.71,5155.45
2022-01-20,0.58,20.06,34.03,7.54,4.21,608.2,4922.55,4734.16
2022-01-21,0.19,21.33,71.79,6.96,1.02,547.77,4279.44,5313.18
2022-01-22,7.05,26.74,47.67,7.74,6.61,441.37,5348.26,4822.09
2022-01-23,1.65,20.99,33.31,7.01,7.55,483.34,4339.1,5406.5
2022-01-24,0.44,19.35,31.08,7.2,2.02,517.8,4681.45,4975.47
2022-01-25,3.5,22.06,47.83,7.11,5.64,558.26,4752.31,5156.23
2022-01-26,0.19,20.85,27.02,6.95,2.31,484.1,4848.77,4753.65
2022-01-27,5.57,22.11,55.86,6.85,3.86,476.47,4817.37,5297.03
2022-01-28,1.72,22.67,56.86,7.33,3.29,458.45,5073.58,4645.16
2022-01-29,0.32,13.27,56.62,7.43,0.41,508.61,4228.74,5538.21
2022-01-30,6.44,33.7,47.72,7.42,3.8,503.07,5027.65,4942.76
2022-01-31,0.44,26.36,45.06,7.04,5.48,500.16,4913.42,4603.43
2022-02-01,0.4,21.83,46.75,7.3,1.09,487.15,4969.23,4634.08
2022-02-02,0.63,23.21,46.27,6.88,5.42,471.41,5437.47,4161.69
2022-02-03,3.47,27.68,52.72,7.48,5.59,486.9,4827.63,4965.28
2022-02-04,6.94,23.64,21.32,7.46,8.85,372.76,4809.14,5411.91
2022-02-05,2.44,27.76,68.92,7.76,3.18,473.0,5039.51,4648.87
2022-02-06,2.75,30.67,63.86,7.24,3.67,504.79,4947.91,4713.6
2022-02-07,2.41,24.76,72.55,7.32,2.63,432.55,5109.21,4636.17
2022-02-08,0.86,34.5,62.21,7.2,5.83,450.6,5677.67,3718.47
2022-02-09,0.71,30.71,63.91,7.11,2.41,515.65,4513.76,4942.85
2022-02-10,1.15,29.89,65.68,6.95,6.2,500.18,4869.36,4647.54
2022-02-11,2.21,25.52,47.99,7.28,10.27,441.79,4937.36,4773.34
2022-02-12,6.62,19.59,39.5,6.31,6.36,468.23,4435.65,5834.84
